[2025-12-27 23:30:23.133] [INFO] [RobustDebugger] Log file initialized
[2025-12-27 23:30:23.182] [INFO] [RobustDebugger] Debugger initialized successfully
[2025-12-27 23:30:23.184] [INFO] [RobustDebugger] Log file: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_debug.log
[2025-12-27 23:30:23.185] [INFO] [RobustDebugger] Error log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_errors.log
[2025-12-27 23:30:23.186] [INFO] [RobustDebugger] Performance log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_performance.log
[2025-12-27 23:30:23.187] [INFO] [ESPManager] Starting basic ESP with debugger...
[2025-12-27 23:30:23.213] [INFO] [GameState] Game State: GameManager exists, GameStarted=True
[2025-12-27 23:30:23.644] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233023.txt
[2025-12-27 23:30:25.505] [DEBUG] [CameraLogger] Camera Found: Camera active=True, pos=(15.2, 3.8, -0.4), fov=58.0
[2025-12-27 23:30:25.507] [INFO] [ESPManager] Camera found and initialized
[2025-12-27 23:30:26.014] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.669] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.689] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.690] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.691] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.692] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.693] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.696] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.697] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.698] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.699] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.701] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.722] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.723] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.724] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.725] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.726] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.729] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.730] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.731] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.732] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.733] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.749] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.751] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.752] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.754] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.755] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.758] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.760] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.761] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.762] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.763] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.782] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.784] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.785] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.786] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.787] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.791] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.793] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.794] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.795] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.796] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.811] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.813] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.813] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.814] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.815] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.820] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.822] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.823] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.824] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.825] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.842] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.843] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.844] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.845] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.847] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.851] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.852] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.854] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.855] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.856] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.874] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.875] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.876] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.877] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.878] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.881] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.883] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.885] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.886] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.887] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.892] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.895] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.896] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.897] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.898] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.913] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.914] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.916] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.917] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.919] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.922] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.924] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.925] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.926] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.927] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.944] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.945] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.946] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.947] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.949] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.953] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.954] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.956] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.957] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.958] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.975] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.976] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.977] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.978] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.979] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:48.985] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:48.987] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:48.988] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:48.989] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:48.991] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.007] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.008] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.009] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.010] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.011] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.014] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.015] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.016] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.018] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.019] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.035] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.037] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.037] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.039] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.040] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.043] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.045] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.046] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.048] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.049] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.068] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.070] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.071] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.073] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.074] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.077] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.078] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.079] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.080] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.081] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.085] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.086] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.087] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.088] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.090] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.236] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233049.txt
[2025-12-27 23:30:49.237] [INFO] [Diagnostics] Report requested from GUI
[2025-12-27 23:30:49.254] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.255] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.256] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.258] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.259] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.261] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.262] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.263] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.264] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.265] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.282] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.284] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.285] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.286] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.287] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.290] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.292] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.293] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.295] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.296] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.353] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.424] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.425] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.426] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.428] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.432] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.432] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.433] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.434] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.435] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.451] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.452] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.454] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.455] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.456] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.459] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.460] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.461] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.462] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.463] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.484] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.485] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.486] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.487] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.488] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.491] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.492] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.494] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.495] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.496] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.514] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
